,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10244,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19396856.0,19396856.0,False,,1,,,,2023-06-09T05:42:00.000Z,26487.987167806074,11928996246.890285,-31.0979,0.13636023,0.29369267,-2.60339692,-4.32761392,-6.28454701,27.93633116,513783672823.7822,46.6429,556247730523.93,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
1,1027,Ethereum,ETH,ethereum,6983,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120229122.25872481,120229122.25872481,True,,2,,,,2023-06-09T05:42:00.000Z,1838.1962237127689,4632239348.075746,-35.9326,0.0741667,0.00298555,-3.07651202,-0.36546947,-1.13613838,24.88451295,221004718516.28876,20.0631,221004718516.29,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
2,825,Tether,USDT,tether,55236,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83321599071.57214,86086529362.37724,True,,3,,,,2023-06-09T05:42:00.000Z,1.000103251544628,18199987253.317192,-29.726,0.00046829,0.01655439,-0.02055222,-0.02213302,-0.00614301,-0.39308286,83330202155.37715,7.5642,86095417929.51,,2023-06-09T05:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-06-09 05:43:32.015856
3,1839,BNB,BNB,bnb,1452,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155855024.65282524,155855024.65282524,False,,4,,,,2023-06-09T05:42:00.000Z,260.3707020123191,546144192.6803789,-43.9615,0.12425598,0.00019076,-15.51926048,-16.85081932,-16.79612844,-6.92998313,40580082181.00341,3.684,40580082181.0,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
4,3408,USD Coin,USDC,usd-coin,12894,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,28438948618.466644,28438948618.466644,False,,5,,,,2023-06-09T05:42:00.000Z,0.9999215475835393,2759271927.0477667,-28.5582,-0.00911177,0.00671249,-0.00674235,0.00178035,0.0423134,5.31032623,28436717514.225925,2.5816,28436717514.23,,2023-06-09T05:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-06-09 05:43:32.015856
5,52,XRP,XRP,xrp,961,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51987017573.0,99988884267.0,False,,6,,,,2023-06-09T05:42:00.000Z,0.5254915962869434,895464549.2620566,-44.3986,0.16731154,0.83549196,1.21535367,21.88600583,4.34303098,41.78421966,27318740850.63315,2.4798,52549159628.69,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
6,2010,Cardano,ADA,cardano,831,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34904071436.671,35858591330.061,False,,7,,,,2023-06-09T05:42:00.000Z,0.3183778094566464,236936150.62966093,-40.6139,-0.23863406,-1.62234596,-14.75534574,-12.69963416,-17.80203104,-0.18836425,11112681805.125612,1.0087,14327001425.55,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
7,74,Dogecoin,DOGE,dogecoin,723,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,139690846383.70517,139690846383.70517,True,,8,,,,2023-06-09T05:42:00.000Z,0.06783254934064202,164484245.0032799,-37.8211,0.04920777,-0.12811647,-5.9629386,-7.4281522,-18.34188063,1.76040751,9475586229.758726,0.8601,9475586229.76,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
8,5426,Solana,SOL,solana,469,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,398187430.4067485,549568897.5269417,True,,9,,,,2023-06-09T05:42:00.000Z,18.74183236243569,233673002.42789495,-41.3888,0.02612978,0.74915229,-11.27991932,-9.72836911,-7.43834193,2.60724594,7462762069.512308,0.6775,10299928149.06,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
9,3890,Polygon,MATIC,polygon,732,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9289469069.28493,10000000000.0,False,,10,,,,2023-06-09T05:42:00.000Z,0.7830284342810574,267369880.84767345,-32.0284,-0.17557701,2.30264172,-13.69193079,-10.81517533,-28.36227802,-26.05688685,7273918420.62449,0.6603,7830284342.81,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
10,1958,TRON,TRX,tron,771,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,90139730698.93587,90139762073.2827,True,,11,71659659264.0,5549327016.771704,,2023-06-09T05:42:00.000Z,0.07744004191155211,155800198.39143133,-22.3533,0.10965109,0.92324632,1.17757514,11.733056,16.1236423,35.10727927,6980424523.221614,0.6336,6980426952.85,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
11,2,Litecoin,LTC,litecoin,921,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73104276.72743528,84000000.0,False,,12,,,,2023-06-09T05:42:00.000Z,87.80609240293188,361492468.56118953,-27.3563,0.12610935,-0.66050835,-7.93703986,10.03985609,-3.01630017,21.59600952,6419000877.378684,0.5827,7375711761.85,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
12,6636,Polkadot,DOT,polkadot-new,510,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1192735432.4331398,1322214309.7383196,True,,13,,,,2023-06-09T05:42:00.000Z,5.0078927481151405,100235951.34804961,-14.6852,0.00988561,-0.24327993,-5.24297072,-6.43919466,-18.74771091,-10.36315564,5973091122.501897,0.5422,6621507453.19,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
13,4687,Binance USD,BUSD,binance-usd,6898,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,4864570770.549097,4864570770.549097,True,,14,,,,2023-06-09T05:42:00.000Z,1.0000508221171638,1882372858.387219,-24.1089,0.0174016,0.04824631,-0.02541483,-0.00883075,0.00874554,0.07717007,4864817998.334749,0.4416,4864817998.33,,2023-06-09T05:42:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-06-09 05:43:32.015856
14,5805,Avalanche,AVAX,avalanche,446,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,344882479.30447227,431601929.30447227,False,,15,,,,2023-06-09T05:42:00.000Z,13.827692455550487,112319518.76399282,-24.0689,0.05221128,-0.58623655,-3.64899468,-9.96667218,-21.17881805,-6.0619108,4768928857.129998,0.4329,9955938568.0,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
15,4943,Dai,DAI,multi-collateral-dai,2320,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,4749510932.549581,4749510932.549581,True,,16,,,,2023-06-09T05:42:00.000Z,0.9998495723342572,108217536.22303724,-21.1569,-0.00366669,0.03518075,-0.06530998,0.02214234,0.0396928,4.5561797,4748796474.706577,0.4311,4748796474.71,,2023-06-09T05:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-06-09 05:43:32.015856
16,5994,Shiba Inu,SHIB,shiba-inu,539,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589349342701504.2,589591154161017.8,False,,17,,,,2023-06-09T05:42:00.000Z,7.943744456755397e-06,66588129.67452079,-31.7626,0.10442352,0.19574665,-6.71075702,-11.48106047,-27.20970938,-23.27248102,4681640574.177511,0.425,4683561462.62,,2023-06-09T05:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-06-09 05:43:32.015856
17,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1223,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem']",,156847.67545214,156847.67545214,False,,18,,,,2023-06-09T05:42:00.000Z,26484.24417783573,93096179.30916244,-38.3803,0.08681097,0.29132002,-2.5049047,-4.36196922,-6.37667118,27.4971755,4153992135.400408,0.3771,4153992135.4,,2023-06-09T05:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-06-09 05:43:32.015856
18,3957,UNUS SED LEO,LEO,unus-sed-leo,27,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,930162782.9,985239504.0,False,,19,,,,2023-06-09T05:42:00.000Z,3.52128051639595,675362.50766812,22.829,-0.11448662,0.21519467,-0.50868661,-0.79119082,4.49814214,2.95509806,3275364084.5024056,0.2973,3469304669.42,,2023-06-09T05:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2023-06-09 05:43:32.015856
19,3794,Cosmos,ATOM,cosmos,448,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem']",,346608690.0,0.0,True,,20,,,,2023-06-09T05:42:00.000Z,9.318292662429533,65035881.64123674,-25.8556,-0.43151577,-1.57185157,-12.04304013,-9.7067432,-15.32218482,-17.00381989,3229801212.7613125,0.2932,0.0,,2023-06-09T05:42:00.000Z,,,,,,2023-06-09 05:43:32.015856
